release_id	title	platform	first_release_date	reception_score	lifetime_units	publisher	developer	genre	media_type	release_jp	release_na	release_eu	release_br	first_release_raw	source_url	notes
24933	Blue Breaker Burst: Bishou o Anata to	PlayStation	1998-07-23	65.0		Human Entertainment	Human Entertainment			1998-07-23					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(A%E2%80%93L)	
24934	High School Terra Story	Sega Saturn	1998-07-23	65.0		KID	Success			1998-07-23					https://en.wikipedia.org/wiki/List_of_Sega_Saturn_games	
24935	Jikkyou Powerful Pro Yakyuu '98 Kaimakuban	PlayStation	1998-07-23	65.0		Konami	Konami			1998-07-23					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(A%E2%80%93L)	
24936	Konami Antiques MSX Collection Ultra Pack	Sega Saturn	1998-07-23	65.0		Konami	Konami Computer Entertainment Yokohama			1998-07-23					https://en.wikipedia.org/wiki/List_of_Sega_Saturn_games	
24937	Lunar 2: Eternal Blue	Sega Saturn	1998-07-23	65.0		Kadokawa Shoten	Game Arts	role-playing video game	CD-ROM	1998-07-23					https://en.wikipedia.org/wiki/List_of_Sega_Saturn_games	
24938	Madō Monogatari	Sega Saturn	1998-07-23	65.0		Compile	Compile	role-playing video game		1998-07-23					https://en.wikipedia.org/wiki/List_of_Sega_Saturn_games	
24939	Misaki-Aggressive	PlayStation	1998-07-23	65.0		Shoeisha	Zero System			1998-07-23					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(M%E2%80%93Z)	
24940	Ojousama wo Nerae!!	Sega Saturn	1998-07-23	65.0		Crystal Vision	ScooP			1998-07-23					https://en.wikipedia.org/wiki/List_of_Sega_Saturn_games	
24941	OverBlood 2	PlayStation	1998-07-23	65.0		RiverhillsoftJP, Evolution GamesPAL	Riverhillsoft	action-adventure game	CD-ROM	1998-07-23		2001-04-13			https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(M%E2%80%93Z)	
24942	Radiant Silvergun	Sega Saturn	1998-07-23	65.0		Treasure / Entertainment Software Publishing	Treasure	shoot 'em up	CD-ROM	1998-07-23					https://en.wikipedia.org/wiki/List_of_Sega_Saturn_games	
24943	Rakugakids	Nintendo 64	1998-07-23	65.0		Konami	Konami Computer Entertainment Kobe	fighting game	ROM cartridge	1998-07-23		1998-12-04			https://en.wikipedia.org/wiki/List_of_Nintendo_64_games	
24944	Shinseiki Evangelion: Eva to Yukai na Nakama Tachi	PlayStation	1998-07-23	65.0		Gainax	Gainax			1998-07-23					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(M%E2%80%93Z)	
24945	Ski Air Mix	PlayStation	1998-07-23	65.0		KID	KID	skiing video game	CD-ROM	1998-07-23		2000-09-01			https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(M%E2%80%93Z)	
24946	The King of Fighters '98: The Slugfest	Neo Geo	1998-07-23	65.0		SNK	SNK	fighting game	Multi-format						https://en.wikipedia.org/wiki/List_of_Neo_Geo_games	
24947	Yarudora Series Vol. 2: Kisetsu o Dakishimete	PlayStation	1998-07-23	65.0		SCEI	Sugar and Rockets			1998-07-23					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(M%E2%80%93Z)	
24948	Yu-Gi-Oh! Monster Capsule: Breed & Battle	PlayStation	1998-07-23	65.0		Konami	KCES			1998-07-23					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(M%E2%80%93Z)	
24949	Bakuchou Retsuden Shou: Hyper Fishing	Game Boy	1998-07-24	65.0		Starfish			Cartridge	1998-07-24					https://en.wikipedia.org/wiki/List_of_Game_Boy_games	
24950	Grander Musashi RV	Game Boy	1998-07-24	65.0		Bandai	TOSE		Cartridge	1998-07-24					https://en.wikipedia.org/wiki/List_of_Game_Boy_games	
24951	Super B-Daman: Battle Phoenix 64	Nintendo 64	1998-07-24	65.0		Hudson Soft	Hudson Soft	shoot 'em up		1998-07-24					https://en.wikipedia.org/wiki/List_of_Nintendo_64_games	
24952	Tokyo Disneyland: Fantasy Tour	Game Boy	1998-07-24	65.0		Tomy	TOSE		Cartridge	1998-07-24					https://en.wikipedia.org/wiki/List_of_Game_Boy_games	
24953	F-1 World Grand Prix	Nintendo 64	1998-07-27	72.69	1600000	Video System	Paradigm Entertainment	sim racing	ROM cartridge	1998-12-18	1998-07-27	1998-09-14			https://en.wikipedia.org/wiki/List_of_Nintendo_64_games	
24954	Waialae Country Club: True Golf Classics	Nintendo 64	1998-07-27	61.73	1000000	Nintendo	T&E Soft	sports video game			1998-07-27	1998-08-24			https://en.wikipedia.org/wiki/List_of_Nintendo_64_games	
24955	Angelique Duet	PlayStation	1998-07-30	65.0		Koei	Koei	romance anime and manga	direct-to-video	1998-07-30					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(A%E2%80%93L)	
24956	Angelique Duet	Sega Saturn	1998-07-30	65.0		Koei	Koei	romance anime and manga	direct-to-video	1998-07-30					https://en.wikipedia.org/wiki/List_of_Sega_Saturn_games	
24957	BackGuiner: Yomigaeru Yûsya-tati: Kakusei-hen "Guiner Tensei"	Sega Saturn	1998-07-30	65.0		Ving	Ving			1998-07-30					https://en.wikipedia.org/wiki/List_of_Sega_Saturn_games	
24958	Backguiner ~Yomigaeru Yuushatachi~ "Guiner Tenshou"	PlayStation	1998-07-30	65.0						1998-07-30					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(A%E2%80%93L)	
24959	Bakusou Kyoudai: Let's & Go!! Eternal Wings	PlayStation	1998-07-30	65.0		Jaleco Entertainment	Jaleco Entertainment			1998-07-30					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(A%E2%80%93L)	
24960	Bounty Sword: Double Edge	PlayStation	1998-07-30	65.0		Pioneer LDC	Pioneer LDC			1998-07-30					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(A%E2%80%93L)	
24961	Breeding Stud 2	PlayStation	1998-07-30	65.0		Konami	Konami			1998-07-30					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(A%E2%80%93L)	
24962	Dream Generation: Koi ka? Shigoto ka!?...	Sega Saturn	1998-07-30	65.0		Masaya	Reindeer			1998-07-30					https://en.wikipedia.org/wiki/List_of_Sega_Saturn_games	
24963	Himitsu Kessha Q	PlayStation	1998-07-30	65.0		Right Stuff	Right Stuff			1998-07-30					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(A%E2%80%93L)	
24964	Lovely Pop 2 in 1 Jan Jan Koi Shimasho	Sega Saturn	1998-07-30	65.0		Visco	Visco			1998-07-30					https://en.wikipedia.org/wiki/List_of_Sega_Saturn_games	
24965	Ojousama Tokkyuu	Sega Saturn	1998-07-30	65.0		MediaWorks	MediaWorks			1998-07-30					https://en.wikipedia.org/wiki/List_of_Sega_Saturn_games	
24966	Ojyousama Express	PlayStation	1998-07-30	65.0		MediaWorks	MediaWorks			1998-07-30					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(M%E2%80%93Z)	
24967	Sotsugyou M: Seito Kaichou no Karei naru Inbou	PlayStation	1998-07-30	65.0		Hearty Robin	West One			1998-07-30					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(M%E2%80%93Z)	
24968	Waku Waku Monster	Sega Saturn	1998-07-30	65.0		Altron	Altron			1998-07-30					https://en.wikipedia.org/wiki/List_of_Sega_Saturn_games	
24969	Yume-Iroiro	PlayStation	1998-07-30	65.0		Feathered	Feathered			1998-07-30					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(M%E2%80%93Z)	
24970	Yuuwaku Office Renaika	PlayStation	1998-07-30	65.0		Takara	Japan Media Programming			1998-07-30					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(M%E2%80%93Z)	
24971	Circuit Breakers	PlayStation	1998-07-01	65.0		Mindscape	Supersonic				1998-07-31	1998-07-01			https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(A%E2%80%93L)	
24972	Hayaoshi Quiz: Ouza Ketteisen	Game Boy	1998-07-31	65.0		Jaleco			Cartridge	1998-07-31					https://en.wikipedia.org/wiki/List_of_Game_Boy_games	
24973	Heart of Darkness	PlayStation	1998-07-01	65.0		Ocean Software, Interplay, Infogrames	Amazing Studios	fiction literature			1998-07-31	1998-07-01			https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(A%E2%80%93L)	
24974	Momotarou Dentetsu Jr.: Zenkoku Ramen Meguri no Maki	Game Boy	1998-07-31	65.0		Hudson Soft	Make Software		Cartridge	1998-07-31					https://en.wikipedia.org/wiki/List_of_Game_Boy_games	
24975	Shining Force IIIWW Shining Force III Scenario 1: Oto no KyoshinJP	Sega Saturn	1997-12-11	65.0		Sega	Sonic! Software PlanningCamelot Software Planning			1997-12-11	1998-07-31	1998-06-12			https://en.wikipedia.org/wiki/List_of_Sega_Saturn_games	
24976	Spice World	PlayStation	1998-06-01	65.0		Psygnosis	SCEE London Studio				1998-07-31	1998-06-01			https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(M%E2%80%93Z)	
24977	Frogger	Game Boy	1998-08-01	65.0		Majesco Sales	Majesco Sales	action game	Cartridge		1998-08-01				https://en.wikipedia.org/wiki/List_of_Game_Boy_games	
24978	Harvest Moon GB Bokujou Monogatari GB JP	Game Boy	1997-12-19	65.0		Victor Interactive Software JP Natsume Inc. NA	Victor Interactive Software		Cartridge	1997-12-19	1998-08-01				https://en.wikipedia.org/wiki/List_of_Game_Boy_games	
24979	Legend of the River King Kawa no Nushi Tsuri 3 JP	Game Boy	1997-09-19	65.0		Victor Interactive Software JP Natsume Inc. NA	TOSE		Cartridge	1997-09-19	1998-08-01				https://en.wikipedia.org/wiki/List_of_Game_Boy_games	
24980	Madden NFL 99	PlayStation	1998-01-01	72.8	1500000	EA Sports	EA Tiburon	American football video game			1998-08-01	1998-01-01			https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(M%E2%80%93Z)	
24981	Maui Mallard in Cold Shadow	Game Boy	1998-08-01	65.0		Sunsoft	Bonsai Entertainment	platform game	Cartridge		1998-08-01				https://en.wikipedia.org/wiki/List_of_Game_Boy_games	
24982	NCAA Football 99	PlayStation	1998-08-01	65.0		EA Sports	EA Tiburon	American football video game			1998-08-01				https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(M%E2%80%93Z)	
24983	Pocket Monsters Stadium	Nintendo 64	1998-08-01	64.62	1094765	Nintendo	Nintendo EAD	strategy video game		1998-08-01					https://en.wikipedia.org/wiki/List_of_Nintendo_64_games	
24984	Super Match Soccer	PlayStation	1998-08-01	65.0		Acclaim	Acclaim	association football video game	compact disc			1998-08-01			https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(M%E2%80%93Z)	
24985	3×3 Eyes: Tenrinou Genmu	PlayStation	1998-08-06	65.0		King Records	Nihon Create			1998-08-06					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(A%E2%80%93L)	
24986	ALIVE	PlayStation	1998-08-06	65.0		General Entertainment Co. Ltd.	General Entertainment Co. Ltd.			1998-08-06					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(A%E2%80%93L)	
24987	Anoko Doko Noko	PlayStation	1998-08-06	65.0		Success	Success			1998-08-06					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(A%E2%80%93L)	
24988	Astra Superstars	Sega Saturn	1998-08-06	65.0		Sunsoft	Santaclaus	fighting game		1998-08-06					https://en.wikipedia.org/wiki/List_of_Sega_Saturn_games	
24989	Doukoku Soshite... Final Edition	Sega Saturn	1998-08-06	65.0		Data East	Data East			1998-08-06					https://en.wikipedia.org/wiki/List_of_Sega_Saturn_games	
24990	Family Bowling •Wai Wai BowlingJP	PlayStation	1998-08-06	65.0		Nihon Bussan	Nihon Bussan			1998-08-06					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(A%E2%80%93L)	
24991	Go-Jin Senki	PlayStation	1998-08-06	65.0		Tonkin House	Santa Entertainment			1998-08-06					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(A%E2%80%93L)	
24992	Guardian Force	Sega Saturn	1998-08-06	65.0		Success	Success			1998-08-06					https://en.wikipedia.org/wiki/List_of_Sega_Saturn_games	
24993	Lupin the 3rd: Pyramid no Kenja	Sega Saturn	1998-08-06	65.0		Asmik	Vantan International			1998-08-06					https://en.wikipedia.org/wiki/List_of_Sega_Saturn_games	
24994	Merriment Carrying Caravan	PlayStation	1998-08-06	65.0		Imagineer	Tenky			1998-08-06					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(M%E2%80%93Z)	
24995	NOeL: La Neige Special	PlayStation	1998-08-06	65.0		Pioneer LDC	Pioneer LDC			1998-08-06					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(M%E2%80%93Z)	
24996	Okappari-Oh	PlayStation	1998-08-06	65.0		Naxat Soft	Spiel			1998-08-06					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(M%E2%80%93Z)	
24997	Pachi-Slot Kanzen Kouryaku: Universal Koushiki Gaido Volume 3	PlayStation	1998-08-06	65.0		Syscom	Syscom			1998-08-06					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(M%E2%80%93Z)	
24998	Pro Yakyū Greatest Nine 98 Summer Action	Sega Saturn	1998-08-06	65.0		Sega	Sega			1998-08-06					https://en.wikipedia.org/wiki/List_of_Sega_Saturn_games	
24999	SD Gundam G Generation	PlayStation	1998-08-06	65.0		Bandai		mecha		1998-08-06					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(M%E2%80%93Z)	
25000	Shanghai Pocket	Game Boy	1998-08-06	65.0		Sunsoft	Sunsoft		Cartridge	1998-08-06					https://en.wikipedia.org/wiki/List_of_Game_Boy_games	
25001	Soukoban Basic 2	PlayStation	1998-08-06	65.0		Itochu	Itochu			1998-08-06					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(M%E2%80%93Z)	
25002	The Drugstore	PlayStation	1998-08-06	65.0		Human Entertainment	Human Entertainment			1998-08-06					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(A%E2%80%93L)	
25003	Transport Tycoon 3D	PlayStation	1998-08-06	65.0		Unbalance	Microprose			1998-08-06					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(M%E2%80%93Z)	
25004	Uki Uki Tsuri Tengoku: Kawa Monogatari	PlayStation	1998-08-06	65.0		Teichiku Records	Teichiku Records			1998-08-06					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(M%E2%80%93Z)	
25005	Wachenröder	Sega Saturn	1998-08-06	65.0		Sega	TNS	role-playing video game	CD-ROM	1998-08-06					https://en.wikipedia.org/wiki/List_of_Sega_Saturn_games	
25006	World Pro Tennis '98	PlayStation	1998-08-06	65.0		Magnolia	I.Magic			1998-08-06					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(M%E2%80%93Z)	
25007	Zanma Chouougi Valhollian	Sega Saturn	1998-08-06	65.0		Kamata and Partners	DATT Japan			1998-08-06					https://en.wikipedia.org/wiki/List_of_Sega_Saturn_games	
25008	64 Trump Collection: Alice no Waku Waku Trump World	Nintendo 64	1998-08-07	65.0		Bottom Up	Bottom Up			1998-08-07					https://en.wikipedia.org/wiki/List_of_Nintendo_64_games	
25009	Chou Majin Eiyuuden: Wataru Mazekko Monster 2	Game Boy	1998-08-07	65.0		Banpresto	Alpha Unit		Cartridge	1998-08-07					https://en.wikipedia.org/wiki/List_of_Game_Boy_games	
25010	Kartia: The Word of Fate •RebusJP •Legend of KartiaPAL	PlayStation	1998-03-26	65.0		Atlus, KonamiPAL	Atlus, KonamiPAL			1998-03-26	1998-08-07	1999-12-25			https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(A%E2%80%93L)	
25011	Meitantei Conan: Giwaku no Gouka Ressha	Game Boy	1998-08-07	65.0		Bandai			Cartridge	1998-08-07					https://en.wikipedia.org/wiki/List_of_Game_Boy_games	
25012	Pocket Family GB	Game Boy	1998-08-09	65.0		Hudson Soft	Outback		Cartridge	1998-08-09					https://en.wikipedia.org/wiki/List_of_Game_Boy_games	
25013	WWF War Zone	Nintendo 64	1998-08-11	65.0		Acclaim Sports	Iguana West	sports video game	CD-ROM		1998-08-11	1998-08-28			https://en.wikipedia.org/wiki/List_of_Nintendo_64_games	
25014	Dream Generation: Koi Ka? Shigoto Ka!?	PlayStation	1998-08-13	65.0		NCS	NCS			1998-08-13					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(A%E2%80%93L)	
25015	Echo Night 2: The Lord of Nightmares	PlayStation	1998-08-13	65.0		FromSoftware	FromSoftware	adventure video game		1998-08-13					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(A%E2%80%93L)	
25016	Elf o Karu Monotachi II	PlayStation	1998-08-13	65.0		Altron	Altron			1998-08-13					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(A%E2%80%93L)	
25017	Hana to Ryuu	PlayStation	1998-08-13	65.0		I'Max	I'Max	hentai		1998-08-13					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(A%E2%80%93L)	
25018	Princess Maker: Pocket Daisakusen	PlayStation	1998-08-13	65.0		NineLives	NineLives			1998-08-13					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(M%E2%80%93Z)	
25019	Rapid Angel	PlayStation	1998-08-13	65.0		Techno Soleil	Techno Soleil	beat 'em up		1998-08-13					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(M%E2%80%93Z)	
25020	AbalaBurn	PlayStation	1998-08-20	65.0		Takara	Tamsoft			1998-08-20					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(A%E2%80%93L)	
25021	Beach de Reach!	Sega Saturn	1998-08-20	65.0		Mainichi Communications	Natsu System			1998-08-20					https://en.wikipedia.org/wiki/List_of_Sega_Saturn_games	
25022	Hissatsu Pachi-Slot Station	PlayStation	1998-08-20	65.0		SunSoft	SunSoft			1998-08-20					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(A%E2%80%93L)	
25023	Image Fight & X Multiply Arcade Gears	Sega Saturn	1998-08-20	65.0		Xing Entertainment	Xing Entertainment			1998-08-20					https://en.wikipedia.org/wiki/List_of_Sega_Saturn_games	
25024	Jikki Pachi-Slot Tettei Kouryaku: Speed-CR Kinkakuji 3	PlayStation	1998-08-20	65.0		Culture Publishers	Culture Publishers			1998-08-20					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(A%E2%80%93L)	
25025	Kawa no Nushi Tsuri: Hikyou o Motomete	PlayStation	1998-08-20	65.0		Victor Interactive Software	Victor Interactive Software			1998-08-20					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(A%E2%80%93L)	
25026	International Superstar Soccer 98 Jikkyō World Soccer: World Cup France '98JP	Nintendo 64	1998-06-04	65.0		Konami	Konami Computer Entertainment Osaka			1998-06-04	1998-08-21	1998-09-01			https://en.wikipedia.org/wiki/List_of_Nintendo_64_games	
25027	Iggy's Reckin' Balls	Nintendo 64	1998-08-24	65.0		Acclaim Entertainment	Iguana Entertainment	racing video game	ROM cartridge	1998-08-28	1998-08-24	1998-08-28			https://en.wikipedia.org/wiki/List_of_Nintendo_64_games	
25028	Gex 64: Enter the Gecko	Nintendo 64	1998-08-26	65.0		MidwayNA GT InteractivePAL	Realtime Associates	3D platform game	CD-ROM		1998-08-26	1999-02-26			https://en.wikipedia.org/wiki/List_of_Nintendo_64_games	
25029	NFL GameDay 99	PlayStation	1998-08-26	65.9	1120000	989 Studios	Red Line Studios	American football video game			1998-08-26				https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(M%E2%80%93Z)	
25030	Astronōka	PlayStation	1998-08-27	65.0		Enix	System Sacom	simulation video game		1998-08-27					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(A%E2%80%93L)	
25031	Black/Matrix	Sega Saturn	1998-08-27	65.0		NEC Interchannel	Flight-Plan	tactical role-playing game		1998-08-27					https://en.wikipedia.org/wiki/List_of_Sega_Saturn_games	
25032	Capcom Generation 1: Dai 1 Shuu Gekitsuiou no Jidai	PlayStation	1998-08-27	65.0		Capcom	Capcom			1998-08-27					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(A%E2%80%93L)	
25033	Capcom Generation: Dai 1 Shū - Gekitsuiō no Jidai	Sega Saturn	1998-08-27	65.0		Capcom	Capcom			1998-08-27					https://en.wikipedia.org/wiki/List_of_Sega_Saturn_games	
25034	Dancing Blade Katteni Momotenshi!	PlayStation	1998-08-27	65.0		TV Tokyo	Konami			1998-08-27					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(A%E2%80%93L)	
25035	Gunnm: Martian Memory	PlayStation	1998-08-27	65.0		Banpresto	Yukito Products	action role-playing game	CD-ROM	1998-08-27					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(A%E2%80%93L)	
25036	Jikuu Tantei DD 2: Hangyaku no Apsalar	PlayStation	1998-08-27	65.0		ASCII Entertainment	System Sacom			1998-08-27					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(A%E2%80%93L)	
25037	King of Bowling 2	PlayStation	1998-08-27	65.0		Midas Interactive	Coconuts Japan			1998-08-27		2000-09-01			https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(A%E2%80%93L)	
25038	Luciferd	PlayStation	1998-08-27	65.0		TEN	TEN			1998-08-27					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(A%E2%80%93L)	
25039	Mahôtukai ni naru Hôhô	Sega Saturn	1998-08-27	65.0		TGL	TGL			1998-08-27					https://en.wikipedia.org/wiki/List_of_Sega_Saturn_games	
25040	Nijiiro Twinkle: Guruguru Daisakusen	PlayStation	1998-08-27	65.0		ASCII	ASCII			1998-08-27					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(M%E2%80%93Z)	
25041	Parlor Station	PlayStation	1998-08-27	65.0		GMF	Aqua Rouge			1998-08-27					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(M%E2%80%93Z)	
